,true_class,pred_class,pred_prob,prob_AGN,prob_CV,prob_HMXB,prob_LMXB,prob_PULSAR,prob_STAR,prob_ULX,prob_YSO
2CXO J111858.4+130530,ULX,ULX,0.9984645102718082,0.0013429165446655047,1.9909750705198714e-05,8.945606612794515e-05,7.462097318053062e-06,5.950761896337614e-06,5.849312404242076e-05,0.9984645102718082,1.130138343624206e-05
2CXO J213955.9+471613,PULSAR,PULSAR,0.8231790839310418,0.11258517472477252,0.00655800474558736,0.023916895363270952,0.00010785471572608077,0.8231790839310418,0.015283422212502184,0.01805688897478317,0.0003126753323159516
2CXO J105758.9-522656,PULSAR,PULSAR,0.9929399959342516,0.0013521187431593986,0.0001713357799932026,0.0019117471902483695,4.996128294764673e-05,0.9929399959342516,0.0012773746818522732,0.0022693065546268722,2.8159832920906098e-05
2CXO J100505.9-074452,LMXB,LMXB,0.9998546015381791,0.00010300464238966629,5.308563280115727e-06,3.396206259303302e-05,0.9998546015381791,6.090560658327112e-07,1.5548548827106998e-06,6.180315063580398e-07,3.412511029998805e-07
2CXO J033338.0-360935,ULX,ULX,0.9742837308552724,0.0019650111268949885,3.3012872120821065e-05,0.023585859190928007,3.3750478762088223e-06,4.555789058019243e-05,6.853392972685798e-05,0.9742837308552724,1.4919086600484442e-05
2CXO J203451.0+601043,ULX,ULX,0.6132013151533438,0.0391632884029759,0.0027476150006778386,0.10406440561528772,0.0022570389702603606,0.07334029714023736,0.1645790469769916,0.6132013151533438,0.0006469927402254847
2CXO J210330.0+295515,ULX,ULX,0.9068630485389744,0.03069602087279104,0.044356779419206585,0.001961937191869894,0.00017610899513698387,0.010633790298740972,0.0052063595391279825,0.9068630485389744,0.00010595514415239744
2CXO J073747.0+653630,HMXB,HMXB,0.9280736365483732,0.07094081965619285,4.2829509127592786e-05,0.9280736365483732,2.177717114780119e-05,4.540076827260462e-05,0.0008255484209294383,2.6110684054426502e-05,2.3877241902288858e-05
2CXO J031818.8-663230,HMXB,STAR,0.9955323114272379,8.869767645202826e-05,0.00010268792569760542,0.0024502474768226205,6.690465630054691e-06,0.0017581136852817263,0.9955323114272379,2.929277422955522e-05,3.195856864861722e-05
2CXO J031823.7-662834,HMXB,HMXB,0.9714378522782148,0.0019519752573210303,0.0007645384323391266,0.9714378522782148,2.998710407542199e-05,0.0006519602239870132,0.0006564306923606203,0.024452831242026532,5.442476967538116e-05
2CXO J060110.3-234034,HMXB,HMXB,0.9927459975301984,0.0022916275435657116,0.00013722094180340473,0.9927459975301984,6.0239281174713955e-05,0.0006080370471035115,0.0038948308517790225,0.00023787176303716664,2.417504133794287e-05
2CXO J012437.6+034715,HMXB,HMXB,0.8785681803482172,0.11760107016879394,7.692570344418947e-06,0.8785681803482172,3.0575147971280847e-06,4.826865969251474e-06,6.29341421959882e-05,0.0037391530139082607,1.3085375773986583e-05
2CXO J043048.6+645058,HMXB,HMXB,0.7689800413070822,0.009032716534934898,0.14983579913622844,0.7689800413070822,0.009163351031227686,0.0009550611925468022,0.05878873702760855,0.002544739328796644,0.000699554441574777
2CXO J132949.6+470910,HMXB,HMXB,0.9977693959802034,0.00035068111850453066,2.7243304594446833e-05,0.9977693959802034,2.364714771874857e-06,0.0016259706690626868,0.00014746952690413066,6.792498417868169e-05,8.949701780335826e-06
2CXO J132954.9+471102,HMXB,HMXB,0.9999134830584748,5.93274385684547e-05,5.430933006945373e-06,0.9999134830584748,3.939157555899906e-07,1.3809052705725282e-06,8.616683049539715e-06,9.876287268341701e-06,1.4907786058343774e-06
2CXO J120149.6-185312,HMXB,HMXB,0.9988561808704444,0.0009270914605011969,3.0195914975389533e-05,0.9988561808704444,6.198589125079739e-06,2.7220599609589187e-05,8.708580182950166e-05,4.335040166460418e-05,2.2676361850279183e-05
2CXO J034006.7-353644,HMXB,HMXB,0.6396245973832266,0.35335012291662976,0.00019383165848796613,0.6396245973832266,4.636401258674579e-05,0.0005131566555697472,0.001767971039742407,0.00433914433964623,0.0001648119941105073
2CXO J120150.3-185233,HMXB,HMXB,0.9984291108853107,0.001093271281179379,0.0001704709627054445,0.9984291108853107,2.1838992197016175e-06,1.0679294121872484e-05,3.9298094999678584e-05,0.00024516344423989537,9.822138223182134e-06
2CXO J124210.4+323235,HMXB,HMXB,0.9977993028446182,0.0002602210794481283,1.0254420017584283e-05,0.9977993028446182,1.5854371795690297e-06,4.096538256055745e-06,0.0016878757940916153,0.00023065429684386156,6.009589545214699e-06
2CXO J203250.0+411458,YSO,YSO,0.9995695117805342,0.00010965232197549808,8.35867601310953e-06,1.2372255054769945e-05,8.283807616628221e-07,7.552779360421685e-06,0.0002874709475705032,4.252858729854012e-06,0.9995695117805342
2CXO J182031.8-161617,YSO,YSO,0.9991494541406808,2.64016019787603e-05,4.815712022493002e-06,2.495229700804712e-05,2.012539850025353e-06,3.83598162192806e-06,0.0007847128665389934,3.814860299014395e-06,0.9991494541406808
2CXO J203831.5+422016,YSO,YSO,0.9999459968863106,6.730240392067512e-06,3.3140525296137303e-07,2.1754793933792233e-06,1.6191567182932618e-07,6.343926756564684e-07,4.360708093133153e-05,3.625993721644474e-07,0.9999459968863106
2CXO J112102.9+531007,HMXB,HMXB,0.9946977480354617,0.00024037677790883283,2.1898125520363932e-05,0.9946977480354617,8.058609284200812e-07,1.6577970946438512e-06,2.1043805447440686e-05,0.005013419156761866,3.0504408765899306e-06
2CXO J120144.8-185215,HMXB,HMXB,0.9470780554230157,0.052402097402912275,2.168534910298122e-05,0.9470780554230157,3.190486520477464e-05,2.0499358931323687e-05,0.00037335846903949926,5.1698878904681475e-05,2.070025288895766e-05
2CXO J172526.8-342631,YSO,YSO,0.9996196632118761,7.096618437046428e-06,2.396086418451925e-05,2.4367459573565102e-05,4.850470080778463e-07,4.834046769459479e-05,0.000274431634128529,1.6546970974125779e-06,0.9996196632118761
2CXO J192300.0+140153,YSO,STAR,0.6955501208084558,0.0003291683317935385,2.301119444251155e-05,0.00014217082796248566,1.464423400953034e-05,1.725594168140123e-05,0.6955501208084558,2.9138942319559854e-05,0.3038944897193352
2CXO J203244.2+412140,YSO,YSO,0.999938269023055,3.0564503799734895e-05,1.6707208176732283e-06,4.086437751547555e-06,8.169929677816979e-07,4.162829597162421e-07,2.3255696510084675e-05,9.203421383733104e-07,0.999938269023055
2CXO J203205.0+401715,YSO,YSO,0.9938870901155764,0.00011826984888451745,2.958281378111226e-06,1.514508314492e-05,2.2311902131222526e-06,3.530062110555317e-06,0.005965567017409418,5.208401283026796e-06,0.9938870901155764
2CXO J112053.6+531037,HMXB,HMXB,0.9994285757186281,0.00017959670766810496,2.73601282839856e-06,0.9994285757186281,6.469734343120641e-07,6.915204317027504e-06,2.7943802792678888e-05,0.00035113665133218165,2.4489289990166953e-06
2CXO J210335.6+454505,HMXB,STAR,0.9936829314888541,0.0002515551810993386,0.0008355908783481876,0.0015322808012981056,1.2066364051260178e-05,0.0006591661843016272,0.9936829314888541,7.731855414235464e-05,0.002949090547904994
2CXO J203332.7+410520,YSO,YSO,0.9919309623787528,0.00011727412506143544,6.5328089824633585e-06,4.683340184159869e-05,3.3372642060748648e-06,7.376082123097417e-06,0.00787447735652729,1.3206582505321885e-05,0.9919309623787528
2CXO J140347.4+541704,HMXB,AGN,0.8280022413062756,0.8280022413062756,1.037073843266081e-05,0.17181417460478526,5.237914003614799e-06,1.3251558604443045e-05,8.346707099068134e-05,5.125246708029775e-05,2.000433982740166e-05
2CXO J170025.2-421900,HMXB,STAR,0.9999729608054599,3.768156540649724e-06,4.027465481494642e-06,8.419179866697339e-06,3.0563598072813933e-07,9.662418734452673e-07,0.9999729608054599,6.606773122833815e-07,8.89183748473188e-06
2CXO J180426.8-242323,YSO,YSO,0.971797765056075,0.00025262231340353265,1.102188444242341e-05,9.595827977239615e-05,7.642780725596672e-06,1.8143426592616052e-05,0.027800255243485714,1.6591015502708303e-05,0.971797765056075
2CXO J140244.1+542034,HMXB,HMXB,0.9989793148345029,0.00043852049008962846,1.1672799604134144e-05,0.9989793148345029,9.65454215265329e-07,4.166131596822208e-06,0.0005556472672579486,6.252547423942916e-06,3.460475309405453e-06
2CXO J180422.5-241850,YSO,YSO,0.9956065022349851,3.792214231306876e-05,0.0001591320352525501,2.0758381704991145e-05,3.432081432229521e-06,7.473406593941427e-06,0.004159038452402532,5.741265315696502e-06,0.9956065022349851
2CXO J203030.4+411745,YSO,YSO,0.9985358680544839,3.752937633818911e-05,5.2035745416366515e-06,1.3129638515364035e-05,7.687477164650027e-07,3.129760343114666e-05,0.001372854825166888,3.3481798064992897e-06,0.9985358680544839
2CXO J172534.3-342318,YSO,STAR,0.9595785447178162,0.0004132850663185861,0.027941836275836046,0.0011447724624838009,0.0007717280532227611,0.0005796042975691485,0.9595785447178162,0.00015842640367583164,0.009411802723077603
2CXO J123320.9+110701,AGN,AGN,0.9999713690908948,0.9999713690908948,1.0163886351936456e-06,5.360462055009658e-06,1.4477990390564155e-06,5.484459979781847e-07,1.6661513461415088e-05,1.9031042369392487e-06,1.693195679497705e-06
2CXO J033218.9-274755,AGN,AGN,0.9920903898850281,0.9920903898850281,8.55169808924815e-05,0.0008757903178985729,1.7135707658959403e-05,0.00010452000013260065,0.006573577561830528,0.0001916680187807475,6.140152777803654e-05
2CXO J104705.0+590728,AGN,AGN,0.9999223891147607,0.9999223891147607,1.5824137952709263e-06,3.1004051582737136e-05,9.135886108805625e-07,1.3496671653202303e-06,3.4617960779574156e-05,4.399060477219034e-06,3.7441428284786005e-06
2CXO J113234.7-195244,AGN,AGN,0.999931650351474,0.999931650351474,1.8817268590957457e-06,2.5358611335480292e-05,6.094359548104278e-07,3.8053188125979314e-06,2.5341618146065276e-05,8.823576675047848e-06,2.5293607427849336e-06
2CXO J033332.8-275505,AGN,AGN,0.9973184573591122,0.9973184573591122,5.340548266351517e-05,0.0014888364084992176,6.2005614221867e-06,5.014191067223017e-05,0.00038968619419379097,0.0006669945010116285,2.6277582425376905e-05
2CXO J111453.2-611008,YSO,YSO,0.9993669676821717,1.1899767992819156e-05,1.0824236321035068e-06,2.4625884202612375e-05,5.420221811357329e-07,6.562160412824489e-07,0.000593046444568081,1.1795592103293278e-06,0.9993669676821717
2CXO J180441.5-242340,YSO,YSO,0.9991492582889284,7.752433941831949e-06,4.037249040448726e-06,6.4932576896329855e-06,5.867699535591053e-07,2.620835889985622e-06,0.0008280270240878847,1.2241404681334857e-06,0.9991492582889284
2CXO J123050.5+103859,AGN,AGN,0.9999073763086627,0.9999073763086627,2.2261578667594673e-06,1.2867222230838409e-05,9.311454081259292e-07,1.1462716966475124e-06,1.9100604398674646e-05,4.4706631011636106e-05,1.1645658724325989e-05
2CXO J011522.1+001518,AGN,AGN,0.9997243857264185,0.9997243857264185,6.407281329535241e-06,8.550293746771567e-05,2.2086445991530614e-06,3.6624278007865e-06,7.690952607213658e-05,9.45784675790472e-05,6.344988733182463e-06
2CXO J212419.3-004646,AGN,AGN,0.9997311194674793,0.9997311194674793,3.2287743311556737e-06,1.4491705888105733e-05,1.0603758153057942e-06,1.3698434804030625e-05,0.0002221652977389654,9.22015669943161e-06,5.015787243570414e-06
2CXO J123410.7+111732,AGN,AGN,0.9999691691325087,0.9999691691325087,1.8552314440946519e-06,5.7667721318806816e-06,2.6295556855155698e-06,4.735159507227571e-07,1.605507824780406e-05,2.654103708213575e-06,1.3966103228595217e-06
2CXO J144958.5+085911,AGN,AGN,0.9998389178923777,0.9998389178923777,4.002022849900633e-05,3.3656211470279064e-05,1.4182170794382564e-06,3.635967980803198e-06,3.6795869663668454e-05,3.9547831607478836e-05,6.007781321849982e-06
2CXO J140306.1+542011,HMXB,HMXB,0.9998870272543269,5.633081087171497e-05,8.052088160222429e-06,0.9998870272543269,6.130056322768778e-07,2.1496733181967996e-06,1.9213677907525468e-05,2.429832024042359e-05,2.315169542900741e-06
2CXO J143102.9+323927,AGN,AGN,0.9999804135507313,0.9999804135507313,2.2123604659849903e-06,4.480914628879721e-06,3.3331814005370866e-07,4.0845593753415997e-07,9.376415727553336e-06,1.3105529629676255e-06,1.4644314058157544e-06
2CXO J095905.7+024026,AGN,AGN,0.9996728406634395,0.9996728406634395,7.854310571191768e-06,0.00018844241219803767,8.89102679428555e-06,4.833977275486187e-06,3.939136123036116e-05,6.810663007299404e-05,9.639618418549234e-06
2CXO J203258.5+410540,YSO,YSO,0.9999204702699438,5.860742549015645e-06,2.2944400773586022e-07,2.6067127580099606e-06,1.8014605997564575e-07,1.4484952939572228e-06,6.878811445306044e-05,4.160749345101237e-07,0.9999204702699438
2CXO J133202.1+624922,AGN,AGN,0.9999845237274724,0.9999845237274724,6.446327343948026e-07,4.7452015838178936e-06,2.887326464407558e-07,4.0874147295660993e-07,5.961349226526355e-06,2.1688260608526636e-06,1.2587888027062425e-06
2CXO J112105.9+531057,HMXB,HMXB,0.994201123037687,0.001350071877731606,3.473674780571636e-06,0.994201123037687,9.055858573303604e-07,4.441743552557834e-06,1.6122635502796202e-05,0.004420431338446243,3.430106441981528e-06
2CXO J095929.8+633359,AGN,AGN,0.9994749547394485,0.9994749547394485,3.905889075656878e-06,4.1470933161745766e-05,8.780674652938187e-07,1.7143088658693753e-06,0.00044854273386976277,2.3858637861537126e-05,4.674690251407484e-06
2CXO J122419.8+110722,AGN,AGN,0.9999862335271779,0.9999862335271779,2.3461820680388994e-06,9.903343109555252e-07,2.0202266694154087e-07,4.582194460046972e-07,7.447723161478712e-06,1.538688378926477e-06,7.833027896914663e-07
2CXO J140328.9+542149,HMXB,HMXB,0.9999090445251911,3.2632805352457644e-05,2.365904109601709e-06,0.9999090445251911,3.3108189488971765e-07,2.4360061166417116e-05,2.286074792224765e-05,7.151891209715766e-06,1.2529831535716281e-06
2CXO J104543.2+590657,AGN,AGN,0.9995320669324085,0.9995320669324085,8.483792280895299e-06,0.00023944183371261876,1.7946908617891763e-06,5.093480557954842e-06,2.6923278090760878e-05,0.00017933557159559375,6.860420491826003e-06
2CXO J132956.0+471350,HMXB,HMXB,0.9999202660095666,3.060701738690243e-05,3.448495724098112e-06,0.9999202660095666,3.480568947731206e-07,3.1796548984824254e-06,3.58683735676723e-05,4.965166730099512e-06,1.3172252314806878e-06
2CXO J203404.4+410045,YSO,YSO,0.9998715771862087,0.00011568830424487945,5.230128863105104e-07,2.1327011524756953e-06,1.2196610061571845e-07,5.965104521960816e-07,9.064258842918084e-06,2.9606011200132984e-07,0.9998715771862087
2CXO J103226.0+574852,AGN,AGN,0.9646775275268175,0.9646775275268175,0.0004429046638683146,0.033409599635243044,8.405598549434881e-06,1.7489526334806832e-05,0.00019717449396642274,0.0012150806813131015,3.181787390743815e-05
2CXO J163950.3+463326,AGN,AGN,0.9999284660937047,0.9999284660937047,4.824700584228637e-06,6.52031149748335e-06,1.1006515948070126e-06,1.2958967101076925e-06,4.8669420800741147e-05,5.4501627829971575e-06,3.672762324857745e-06
2CXO J180210.8-225532,YSO,YSO,0.9984502497580743,1.9504810960933086e-05,1.1498530321750698e-05,2.415922392862444e-05,9.50486675895056e-07,1.3213796076751569e-05,0.0014781348447805386,2.2885491812004328e-06,0.9984502497580743
2CXO J142746.7+441719,AGN,AGN,0.9999729996589991,0.9999729996589991,2.886302446258432e-06,3.587505514029552e-06,4.9024252806728e-07,6.258208055128475e-07,1.3930777624676506e-05,3.590744564705065e-06,1.888947517625629e-06
2CXO J022054.3-015650,AGN,AGN,0.9998980942264046,0.9998980942264046,1.886728446727759e-06,1.0187434879882736e-05,8.603562500675086e-07,1.9651173544831354e-06,5.3036850699185044e-05,3.0001788212842173e-05,3.967497752215108e-06
2CXO J092913.9+375743,AGN,AGN,0.9999310338915643,0.9999310338915643,2.3116401632318153e-06,9.391639383407175e-06,8.73868788723531e-07,1.4743702861133686e-06,4.585044828020922e-05,5.4595758911665395e-06,3.604565642551967e-06
2CXO J140326.1+542333,HMXB,HMXB,0.9995415389747571,0.00019441903297491052,4.373804115173809e-06,0.9995415389747571,1.3745104502325264e-06,1.7048877176887275e-05,4.74990393961306e-05,0.00018854109740484962,5.204663724613406e-06
2CXO J144250.1+092001,AGN,AGN,0.9998539126315766,0.9998539126315766,4.6252530425710824e-06,1.0964669267920845e-05,1.0564816665058745e-06,2.6476905787552197e-06,0.00010975776718599278,1.2425519468150773e-05,4.609987213107479e-06
2CXO J131145.7+385959,AGN,AGN,0.9999550501315213,0.9999550501315213,7.931174265112232e-07,3.0729944938372236e-05,2.8044259472428615e-07,3.486054511257528e-07,9.625166257050607e-06,2.1005009496946026e-06,1.0720908614387136e-06
2CXO J103456.8+573312,AGN,AGN,0.9987114271077197,0.9987114271077197,1.2497772401840884e-05,0.0010498219289008241,2.126095248203965e-06,3.034933006478873e-06,3.976244697262226e-05,0.00017320246235041144,8.12725339995954e-06
2CXO J084854.4+445150,AGN,AGN,0.99996642265583,0.99996642265583,2.873654192300001e-06,1.2059815344985918e-05,6.143472284429657e-07,7.770019529541716e-07,8.147317702317657e-06,6.7594603167335075e-06,2.3457474325628284e-06
2CXO J124151.3+411626,HMXB,HMXB,0.9985121408958352,0.0005723961048908728,0.0007290421939967791,0.9985121408958352,1.121754947331446e-06,5.664621883804843e-06,2.872391414135514e-05,0.00014654374893128294,4.366765373306249e-06
2CXO J145355.7+033327,HMXB,HMXB,0.9983970600123364,0.00043141135896665835,5.5220669131026964e-05,0.9983970600123364,1.123537508746787e-05,6.993085549169792e-05,0.00038933695233762044,0.0006077654003700758,3.8039376279010066e-05
2CXO J000330.4-260121,AGN,HMXB,0.9275458941349474,0.056713236068386165,0.001749860587458967,0.9275458941349474,2.8000172528494705e-05,0.00863876744522994,0.0035839487939926607,0.001559325115476024,0.00018096768198036414
2CXO J140240.1+541857,HMXB,HMXB,0.9998789525103896,8.578697992700572e-05,4.271017454803506e-06,0.9998789525103896,3.379753325898588e-07,7.08556059541621e-07,1.3473023605422751e-05,1.5190865785160748e-05,1.2790714460508937e-06
2CXO J140321.1+541907,HMXB,HMXB,0.9998865463745317,3.054446693092273e-05,4.355713833716956e-06,0.9998865463745317,3.3084652244635683e-07,1.2417167071540574e-05,5.511634245982963e-05,9.43699626631396e-06,1.2520923839134313e-06
2CXO J073621.1+653913,HMXB,HMXB,0.9985618910641444,0.0009345075348680028,2.7893515263087594e-05,0.9985618910641444,4.7836094323484115e-06,7.134648011993561e-06,0.0001593917323057953,0.00029495995050465943,9.437945469696127e-06
2CXO J145837.8+022524,AGN,AGN,0.9992176050760591,0.9992176050760591,1.951808291174321e-05,0.00042629305701907496,3.038687373037306e-06,3.3307171092382025e-06,0.00028984110793988803,2.9957169738347165e-05,1.0416101849251412e-05
2CXO J100249.5+015532,AGN,AGN,0.9990558666488912,0.9990558666488912,8.504192379122068e-06,0.000863126377046314,2.743302467363437e-06,2.18170108084975e-06,3.4541806513300114e-05,2.5514237210891236e-05,7.52173441094837e-06
2CXO J141315.3+000032,AGN,AGN,0.999901795759741,0.999901795759741,3.2430843698093343e-06,1.4157003876872912e-05,5.410672854397547e-07,1.900201334940417e-06,5.577340580934206e-05,1.983471325923171e-05,2.7547643232000486e-06
2CXO J100120.2+023341,AGN,AGN,0.9999843311513863,0.9999843311513863,1.0463020119161426e-06,4.444377800848484e-06,4.7344050496470156e-07,4.947137401833704e-07,5.644308258321786e-06,1.983999659706303e-06,1.5817066373895893e-06
2CXO J111120.6+554102,HMXB,HMXB,0.9995453606669753,0.00025232967106882375,2.2958622666431284e-06,0.9995453606669753,6.878606490858109e-07,1.4622420889172096e-06,1.972228838894822e-05,0.00017553576069866716,2.6056478636677772e-06
2CXO J181837.3-134556,YSO,YSO,0.9992624122602076,5.712665238017674e-06,3.134136805796506e-06,3.7440443275323484e-06,3.3029642290400166e-07,5.109226819979643e-06,0.0007185027817456708,1.0545884324291143e-06,0.9992624122602076
2CXO J203422.6+410747,YSO,YSO,0.9996995703153811,6.387096309576888e-06,5.088309079334374e-07,4.031246563552879e-06,3.1572469259913155e-07,4.93157082949076e-07,0.0002879401130431445,7.535160189907568e-07,0.9996995703153811
2CXO J014200.8-005329,AGN,AGN,0.9999296258607852,0.9999296258607852,7.472528710200622e-07,2.1739683176919563e-05,6.021894886258913e-07,5.530104083821967e-07,3.828393720601285e-05,6.661103319763031e-06,1.7869627443223752e-06
2CXO J101957.7+452949,AGN,AGN,0.9999557309898689,0.9999557309898689,2.5179999188148895e-06,2.8649175456963774e-06,4.204394511419144e-07,5.851149019147971e-07,3.42920897596822e-05,1.9829482315905864e-06,1.6055003218696292e-06
2CXO J144600.7+151232,AGN,AGN,0.999417641422983,0.999417641422983,2.159629211021855e-06,0.00037569139924465415,1.0793704005499734e-06,7.090283869900719e-07,0.0001934960010669279,6.90199176485662e-06,2.3211569421395756e-06
2CXO J183243.8-103041,YSO,YSO,0.9761849356939779,0.0006602139222959968,2.9055773872697934e-05,0.014296492243539889,2.0265627269079713e-05,1.1349625663553424e-05,0.00874294283491892,5.4744278461877956e-05,0.9761849356939779
2CXO J112102.8+531020,HMXB,HMXB,0.9952003072839142,0.004688377542558544,6.122988464706656e-06,0.9952003072839142,6.868396689205836e-07,1.459160398761102e-06,3.0256013236792497e-05,7.011891146185313e-05,2.671260296086691e-06
2CXO J202916.2+401105,YSO,YSO,0.998063859876537,9.730062464206308e-06,1.5458860005914307e-06,5.297676098609961e-06,3.131991858883317e-07,6.173436987349477e-07,0.001917397670593813,1.2382854210962772e-06,0.998063859876537
2CXO J032845.3+004758,AGN,AGN,0.9995739866274556,0.9995739866274556,4.6372924594573515e-06,2.055021532818238e-05,2.132097272596776e-06,1.7398805514704382e-05,0.0003489614505845371,2.343718617898063e-05,8.89632520591328e-06
2CXO J142433.8+461543,AGN,AGN,0.9992128858475035,0.9992128858475035,3.2691716833504436e-05,0.0005597053349651812,5.946261465066802e-06,1.1512221526003412e-05,0.00012011924872539092,3.4400442505458575e-05,2.273892647612228e-05
2CXO J142616.5+335326,AGN,AGN,0.9999602200386807,0.9999602200386807,1.2855178597352728e-06,6.768932438163921e-06,7.903427657807684e-07,7.6979211819899e-07,1.5106686403636006e-05,1.2844341828893846e-05,2.2143479047411803e-06
2CXO J090843.2+285230,AGN,AGN,0.9999258628439104,0.9999258628439104,1.570224406010784e-05,1.3801317528897638e-05,7.703673733988681e-07,1.350437347003442e-06,3.6388665531543014e-05,3.151057989480951e-06,2.9730662591223226e-06
2CXO J095944.1+025037,AGN,AGN,0.999895934741699,0.999895934741699,3.14739886090534e-06,7.184753303108378e-05,1.118861203449928e-06,2.3623242119896115e-06,1.6033505924564636e-05,5.817657069102297e-06,3.7379779998891296e-06
2CXO J074056.1+311207,AGN,AGN,0.9989491644872375,0.9989491644872375,3.809971993846447e-05,0.0001642006201484749,2.3652850872731455e-06,3.109296992873403e-06,6.402836036863766e-05,0.0007686063828342147,1.0425847392485877e-05
2CXO J010835.1+214818,AGN,AGN,0.9998396023872637,0.9998396023872637,1.601145596086537e-06,1.9544711093994693e-05,8.183479013059841e-07,8.477428733021795e-07,0.00011136850485664554,2.166828811487077e-05,4.548872300085557e-06
2CXO J111848.6+402647,AGN,AGN,0.9998573975971085,0.9998573975971085,9.132576078085095e-06,5.49117816122514e-06,9.850246266312111e-07,2.1719222671203578e-06,0.00011374636508560764,6.781047345741681e-06,4.294289327067055e-06
2CXO J140244.7+542343,HMXB,HMXB,0.9997463587992158,0.00018736950421217088,2.893463292040482e-06,0.9997463587992158,5.343272837420888e-07,5.10989199852852e-06,5.015463696103952e-05,5.557116297350136e-06,2.0222607392083575e-06
2CXO J224716.7+034126,AGN,AGN,0.9999229637046034,0.9999229637046034,1.0102598473449144e-06,2.585421493455782e-05,6.095514606325697e-07,1.1990351805673234e-06,3.858474683859696e-05,7.176381672394736e-06,2.602105462704255e-06
2CXO J150935.8+570325,AGN,AGN,0.9998345045904543,0.9998345045904543,7.871555026024736e-06,7.628798528296037e-05,9.266627001317662e-07,1.2753132074144473e-06,5.607047378685058e-05,1.902865155952425e-05,4.034767982849707e-06
2CXO J100140.1+683734,AGN,AGN,0.9999036373177479,0.9999036373177479,9.239954079733695e-06,5.387290103365165e-05,7.963180519002099e-07,7.618462583984472e-07,1.8460456953084024e-05,1.0931577861211582e-05,2.299628014057976e-06
2CXO J104921.5+575036,AGN,AGN,0.9999433402162095,0.9999433402162095,9.851191883703633e-07,4.054628536879727e-05,3.634539050647359e-07,4.403536569453447e-07,1.0767812829665406e-05,1.974006839229278e-06,1.5827520024901823e-06
2CXO J153651.2+541442,AGN,AGN,0.9999667323569783,0.9999667323569783,1.6409885382332603e-06,5.016450917817071e-06,4.801503836786724e-07,6.335411285912111e-07,1.6177986484846756e-05,7.473651400237934e-06,1.844874168141133e-06
2CXO J073652.0+653641,HMXB,HMXB,0.9991062342845842,0.00017515640966647768,2.7304129185237128e-05,0.9991062342845842,5.614529052137993e-06,0.000141002085104728,0.0005203487142438423,1.7340773330515534e-05,6.999074832795735e-06
2CXO J111703.5+174440,AGN,AGN,0.9990934178624887,0.9990934178624887,0.00010416298171703312,0.0001936271939497089,5.697482607093616e-06,7.003206980134791e-06,0.00027772774835648184,0.00029483402272716775,2.3529501173843038e-05
2CXO J112951.2-015037,AGN,AGN,0.9999940074841597,0.9999940074841597,4.2631072929895325e-07,6.906954211138496e-07,1.707964108374552e-07,2.230267171837876e-07,2.8723056477977583e-06,9.55718056823054e-07,6.536628570544335e-07
2CXO J142939.0+353557,AGN,AGN,0.9749038729720235,0.9749038729720235,0.0005605375496732689,0.013996716890485508,0.00016334637986686282,0.0004232786981926013,0.0039647301613551815,0.005113886185949063,0.0008736311624539966
2CXO J123642.2+621711,AGN,AGN,0.9931711032337597,0.9931711032337597,7.226336949304466e-05,0.006065523699791197,1.1521039699151375e-05,3.627845450700413e-05,0.0004276916609284626,0.0001720154482732987,4.360309354791516e-05
2CXO J091044.9+174430,AGN,AGN,0.9996450838782094,0.9996450838782094,4.717825046151157e-05,0.00011772579508348333,1.887438044150502e-06,5.202506725608374e-05,4.558616436707874e-05,8.317407243277348e-05,7.339334145733583e-06
2CXO J080120.7+133957,AGN,AGN,0.9998982318530804,0.9998982318530804,2.6825240334736964e-06,3.6225101888116784e-06,3.085504119164552e-07,5.498099335304112e-07,9.125924958643274e-05,2.1638719050746314e-06,1.1816308603164763e-06
2CXO J154749.6+205056,AGN,AGN,0.9998132461020816,0.9998132461020816,9.451704833833684e-06,1.933199056028162e-05,2.8905628758578004e-06,3.511363564163077e-06,9.71553870227204e-05,4.336872874316038e-05,1.1044160318423367e-05
2CXO J123128.5+013523,AGN,AGN,0.99998116635537,0.99998116635537,9.330193433221731e-07,4.992126419024765e-06,4.6439780561386223e-07,5.69492461113361e-07,7.873007507147284e-06,2.4954484445094584e-06,1.5061526492884439e-06
2CXO J174254.9-292054,YSO,YSO,0.9983231805657717,1.721972273200556e-05,9.159309872089191e-05,8.595981305326775e-05,1.863562807064844e-05,1.9212890387674398e-06,0.0014543079818676219,7.181900745139079e-06,0.9983231805657717
2CXO J120148.8-185403,HMXB,HMXB,0.9712003742994221,0.017665892518751357,0.0001091346893577968,0.9712003742994221,1.3725020601686848e-05,6.88395489316606e-05,0.00023067631789530402,0.010653742815832642,5.761478920729729e-05
2CXO J235751.0-323726,HMXB,HMXB,0.9817530485135121,0.01115209519875683,0.0008275266737894617,0.9817530485135121,0.004342534916361375,0.0003976957323492904,0.0010485219476683808,0.00036487648209980575,0.0001137005354627536
2CXO J114111.6-014306,AGN,AGN,0.9999782392148242,0.9999782392148242,8.613381998401822e-07,3.2462072646826192e-06,2.9268302724598866e-07,3.519570612733919e-07,1.4561412022084828e-05,1.0712289531717117e-06,1.3759586476268286e-06
